"","ensembl_gene_id","external_gene_name","description"
"539","ENSG00000119121","TRPM6","transient receptor potential cation channel subfamily M member 6 [Source:HGNC Symbol;Acc:HGNC:17995]"
"540","ENSG00000150867","PIP4K2A","phosphatidylinositol-5-phosphate 4-kinase type 2 alpha [Source:HGNC Symbol;Acc:HGNC:8997]"
"541","ENSG00000101057","MYBL2","MYB proto-oncogene like 2 [Source:HGNC Symbol;Acc:HGNC:7548]"
"542","ENSG00000215417","MIR17HG","miR-17-92a-1 cluster host gene [Source:HGNC Symbol;Acc:HGNC:23564]"
"543","ENSG00000150907","FOXO1","forkhead box O1 [Source:HGNC Symbol;Acc:HGNC:3819]"
"544","ENSG00000147162","OGT","O-linked N-acetylglucosamine (GlcNAc) transferase [Source:HGNC Symbol;Acc:HGNC:8127]"
"545","ENSG00000197919","IFNA1","interferon alpha 1 [Source:HGNC Symbol;Acc:HGNC:5417]"
"546","ENSG00000196092","PAX5","paired box 5 [Source:HGNC Symbol;Acc:HGNC:8619]"
"547","ENSG00000112699","GMDS","GDP-mannose 4,6-dehydratase [Source:HGNC Symbol;Acc:HGNC:4369]"
"548","ENSG00000128245","YWHAH","tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein eta [Source:HGNC Symbol;Acc:HGNC:12853]"
"549","ENSG00000136141","LRCH1","leucine rich repeats and calponin homology domain containing 1 [Source:HGNC Symbol;Acc:HGNC:20309]"
"550","ENSG00000155962","CLIC2","chloride intracellular channel 2 [Source:HGNC Symbol;Acc:HGNC:2063]"
"551","ENSG00000125257","ABCC4","ATP binding cassette subfamily C member 4 [Source:HGNC Symbol;Acc:HGNC:55]"
"552","ENSG00000181355","OFCC1","orofacial cleft 1 candidate 1 [Source:HGNC Symbol;Acc:HGNC:21017]"
"553","ENSG00000077943","ITGA8","integrin subunit alpha 8 [Source:HGNC Symbol;Acc:HGNC:6144]"
"554","ENSG00000101294","HM13","histocompatibility minor 13 [Source:HGNC Symbol;Acc:HGNC:16435]"
"555","ENSG00000156052","GNAQ","G protein subunit alpha q [Source:HGNC Symbol;Acc:HGNC:4390]"
"556","ENSG00000100014","SPECC1L","sperm antigen with calponin homology and coiled-coil domains 1 like [Source:HGNC Symbol;Acc:HGNC:29022]"
"557","ENSG00000101199","ARFGAP1","ADP ribosylation factor GTPase activating protein 1 [Source:HGNC Symbol;Acc:HGNC:15852]"
"558","ENSG00000173482","PTPRM","protein tyrosine phosphatase receptor type M [Source:HGNC Symbol;Acc:HGNC:9675]"
"559","ENSG00000133121","STARD13","StAR related lipid transfer domain containing 13 [Source:HGNC Symbol;Acc:HGNC:19164]"
"560","ENSG00000090061","CCNK","cyclin K [Source:HGNC Symbol;Acc:HGNC:1596]"
"561","ENSG00000160180","TFF3","trefoil factor 3 [Source:HGNC Symbol;Acc:HGNC:11757]"
"562","ENSG00000174125","TLR1","toll like receptor 1 [Source:HGNC Symbol;Acc:HGNC:11847]"
"563","ENSG00000109610","SOD3","superoxide dismutase 3 [Source:HGNC Symbol;Acc:HGNC:11181]"
"564","ENSG00000112763","BTN2A1","butyrophilin subfamily 2 member A1 [Source:HGNC Symbol;Acc:HGNC:1136]"
"565","ENSG00000165914","TTC7B","tetratricopeptide repeat domain 7B [Source:HGNC Symbol;Acc:HGNC:19858]"
"566","ENSG00000095951","HIVEP1","HIVEP zinc finger 1 [Source:HGNC Symbol;Acc:HGNC:4920]"
"567","ENSG00000159200","RCAN1","regulator of calcineurin 1 [Source:HGNC Symbol;Acc:HGNC:3040]"
"568","ENSG00000120549","KIAA1217","KIAA1217 [Source:HGNC Symbol;Acc:HGNC:25428]"
"569","ENSG00000100030","MAPK1","mitogen-activated protein kinase 1 [Source:HGNC Symbol;Acc:HGNC:6871]"
"570","ENSG00000101213","PTK6","protein tyrosine kinase 6 [Source:HGNC Symbol;Acc:HGNC:9617]"
"571","ENSG00000042088","TDP1","tyrosyl-DNA phosphodiesterase 1 [Source:HGNC Symbol;Acc:HGNC:18884]"
"572","ENSG00000107165","TYRP1","tyrosinase related protein 1 [Source:HGNC Symbol;Acc:HGNC:12450]"
"573","ENSG00000156049","GNA14","G protein subunit alpha 14 [Source:HGNC Symbol;Acc:HGNC:4382]"
"574","ENSG00000156299","TIAM1","TIAM Rac1 associated GEF 1 [Source:HGNC Symbol;Acc:HGNC:11805]"
"575","ENSG00000185651","UBE2L3","ubiquitin conjugating enzyme E2 L3 [Source:HGNC Symbol;Acc:HGNC:12488]"
"576","ENSG00000078401","EDN1","endothelin 1 [Source:HGNC Symbol;Acc:HGNC:3176]"
"577","ENSG00000135040","NAA35","N-alpha-acetyltransferase 35, NatC auxiliary subunit [Source:HGNC Symbol;Acc:HGNC:24340]"
"578","ENSG00000196664","TLR7","toll like receptor 7 [Source:HGNC Symbol;Acc:HGNC:15631]"
"579","ENSG00000196405","EVL","Enah/Vasp-like [Source:HGNC Symbol;Acc:HGNC:20234]"
"580","ENSG00000138771","SHROOM3","shroom family member 3 [Source:HGNC Symbol;Acc:HGNC:30422]"
"581","ENSG00000197724","PHF2","PHD finger protein 2 [Source:HGNC Symbol;Acc:HGNC:8920]"
"582","ENSG00000145996","CDKAL1","CDK5 regulatory subunit associated protein 1 like 1 [Source:HGNC Symbol;Acc:HGNC:21050]"
"583","ENSG00000075539","FRYL","FRY like transcription coactivator [Source:HGNC Symbol;Acc:HGNC:29127]"
"584","ENSG00000206503","HLA-A","major histocompatibility complex, class I, A [Source:HGNC Symbol;Acc:HGNC:4931]"
"585","ENSG00000185950","IRS2","insulin receptor substrate 2 [Source:HGNC Symbol;Acc:HGNC:6126]"
"586","ENSG00000170677","SOCS6","suppressor of cytokine signaling 6 [Source:HGNC Symbol;Acc:HGNC:16833]"
"587","ENSG00000172159","FRMD3","FERM domain containing 3 [Source:HGNC Symbol;Acc:HGNC:24125]"
"588","ENSG00000135048","CEMIP2","cell migration inducing hyaluronidase 2 [Source:HGNC Symbol;Acc:HGNC:11869]"
"589","ENSG00000157554","ERG","ETS transcription factor ERG [Source:HGNC Symbol;Acc:HGNC:3446]"
"590","ENSG00000165322","ARHGAP12","Rho GTPase activating protein 12 [Source:HGNC Symbol;Acc:HGNC:16348]"
"591","ENSG00000126777","KTN1","kinectin 1 [Source:HGNC Symbol;Acc:HGNC:6467]"
"592","ENSG00000206075","SERPINB5","serpin family B member 5 [Source:HGNC Symbol;Acc:HGNC:8949]"
"593","ENSG00000171791","BCL2","BCL2 apoptosis regulator [Source:HGNC Symbol;Acc:HGNC:990]"
"594","ENSG00000130222","GADD45G","growth arrest and DNA damage inducible gamma [Source:HGNC Symbol;Acc:HGNC:4097]"
"595","ENSG00000147117","ZNF157","zinc finger protein 157 [Source:HGNC Symbol;Acc:HGNC:12942]"
"596","ENSG00000130956","HABP4","hyaluronan binding protein 4 [Source:HGNC Symbol;Acc:HGNC:17062]"
"597","ENSG00000196693","ZNF33B","zinc finger protein 33B [Source:HGNC Symbol;Acc:HGNC:13097]"
"598","ENSG00000198053","SIRPA","signal regulatory protein alpha [Source:HGNC Symbol;Acc:HGNC:9662]"
"599","ENSG00000099250","NRP1","neuropilin 1 [Source:HGNC Symbol;Acc:HGNC:8004]"
"600","ENSG00000078902","TOLLIP","toll interacting protein [Source:HGNC Symbol;Acc:HGNC:16476]"
"601","ENSG00000167244","IGF2","insulin like growth factor 2 [Source:HGNC Symbol;Acc:HGNC:5466]"
"602","ENSG00000101916","TLR8","toll like receptor 8 [Source:HGNC Symbol;Acc:HGNC:15632]"
"603","ENSG00000156709","AIFM1","apoptosis inducing factor mitochondria associated 1 [Source:HGNC Symbol;Acc:HGNC:8768]"
"604","ENSG00000235568","NFAM1","NFAT activating protein with ITAM motif 1 [Source:HGNC Symbol;Acc:HGNC:29872]"
"605","ENSG00000078304","PPP2R5C","protein phosphatase 2 regulatory subunit B'gamma [Source:HGNC Symbol;Acc:HGNC:9311]"
"606","ENSG00000136810","TXN","thioredoxin [Source:HGNC Symbol;Acc:HGNC:12435]"
"607","ENSG00000132109","TRIM21","tripartite motif containing 21 [Source:HGNC Symbol;Acc:HGNC:11312]"
"608","ENSG00000128394","APOBEC3F","apolipoprotein B mRNA editing enzyme catalytic subunit 3F [Source:HGNC Symbol;Acc:HGNC:17356]"
"609","ENSG00000054598","FOXC1","forkhead box C1 [Source:HGNC Symbol;Acc:HGNC:3800]"
"610","ENSG00000107984","DKK1","dickkopf WNT signaling pathway inhibitor 1 [Source:HGNC Symbol;Acc:HGNC:2891]"
"611","ENSG00000153046","CDYL","chromodomain Y like [Source:HGNC Symbol;Acc:HGNC:1811]"
"612","ENSG00000100324","TAB1","TGF-beta activated kinase 1 (MAP3K7) binding protein 1 [Source:HGNC Symbol;Acc:HGNC:18157]"
"613","ENSG00000131196","NFATC1","nuclear factor of activated T cells 1 [Source:HGNC Symbol;Acc:HGNC:7775]"
"614","ENSG00000100599","RIN3","Ras and Rab interactor 3 [Source:HGNC Symbol;Acc:HGNC:18751]"
"615","ENSG00000131669","NINJ1","ninjurin 1 [Source:HGNC Symbol;Acc:HGNC:7824]"
"616","ENSG00000165244","ZNF367","zinc finger protein 367 [Source:HGNC Symbol;Acc:HGNC:18320]"
"617","ENSG00000148158","SNX30","sorting nexin family member 30 [Source:HGNC Symbol;Acc:HGNC:23685]"
"618","ENSG00000197969","VPS13A","vacuolar protein sorting 13 homolog A [Source:HGNC Symbol;Acc:HGNC:1908]"
"619","ENSG00000130829","DUSP9","dual specificity phosphatase 9 [Source:HGNC Symbol;Acc:HGNC:3076]"
"620","ENSG00000086232","EIF2AK1","eukaryotic translation initiation factor 2 alpha kinase 1 [Source:HGNC Symbol;Acc:HGNC:24921]"
"621","ENSG00000125968","ID1","inhibitor of DNA binding 1, HLH protein [Source:HGNC Symbol;Acc:HGNC:5360]"
"622","ENSG00000275835","TUBGCP5","tubulin gamma complex associated protein 5 [Source:HGNC Symbol;Acc:HGNC:18600]"
"623","ENSG00000185825","BCAP31","B cell receptor associated protein 31 [Source:HGNC Symbol;Acc:HGNC:16695]"
"624","ENSG00000171552","BCL2L1","BCL2 like 1 [Source:HGNC Symbol;Acc:HGNC:992]"
"625","ENSG00000164916","FOXK1","forkhead box K1 [Source:HGNC Symbol;Acc:HGNC:23480]"
"626","ENSG00000100462","PRMT5","protein arginine methyltransferase 5 [Source:HGNC Symbol;Acc:HGNC:10894]"
"627","ENSG00000121691","CAT","catalase [Source:HGNC Symbol;Acc:HGNC:1516]"
"628","ENSG00000151150","ANK3","ankyrin 3 [Source:HGNC Symbol;Acc:HGNC:494]"
"629","ENSG00000053747","LAMA3","laminin subunit alpha 3 [Source:HGNC Symbol;Acc:HGNC:6483]"
"630","ENSG00000196730","DAPK1","death associated protein kinase 1 [Source:HGNC Symbol;Acc:HGNC:2674]"
"631","ENSG00000167193","CRK","CRK proto-oncogene, adaptor protein [Source:HGNC Symbol;Acc:HGNC:2362]"
"632","ENSG00000111859","NEDD9","neural precursor cell expressed, developmentally down-regulated 9 [Source:HGNC Symbol;Acc:HGNC:7733]"
"633","ENSG00000132359","RAP1GAP2","RAP1 GTPase activating protein 2 [Source:HGNC Symbol;Acc:HGNC:29176]"
"634","ENSG00000110422","HIPK3","homeodomain interacting protein kinase 3 [Source:HGNC Symbol;Acc:HGNC:4915]"
"635","ENSG00000100092","SH3BP1","SH3 domain binding protein 1 [Source:HGNC Symbol;Acc:HGNC:10824]"
"636","ENSG00000096063","SRPK1","SRSF protein kinase 1 [Source:HGNC Symbol;Acc:HGNC:11305]"
"637","ENSG00000100401","RANGAP1","Ran GTPase activating protein 1 [Source:HGNC Symbol;Acc:HGNC:9854]"
"638","ENSG00000187398","LUZP2","leucine zipper protein 2 [Source:HGNC Symbol;Acc:HGNC:23206]"
"639","ENSG00000100985","MMP9","matrix metallopeptidase 9 [Source:HGNC Symbol;Acc:HGNC:7176]"
"640","ENSG00000088832","FKBP1A","FKBP prolyl isomerase 1A [Source:HGNC Symbol;Acc:HGNC:3711]"
"641","ENSG00000166689","PLEKHA7","pleckstrin homology domain containing A7 [Source:HGNC Symbol;Acc:HGNC:27049]"
"642","ENSG00000126217","MCF2L","MCF.2 cell line derived transforming sequence like [Source:HGNC Symbol;Acc:HGNC:14576]"
"643","ENSG00000172534","HCFC1","host cell factor C1 [Source:HGNC Symbol;Acc:HGNC:4839]"
"644","ENSG00000015475","BID","BH3 interacting domain death agonist [Source:HGNC Symbol;Acc:HGNC:1050]"
"645","ENSG00000136937","NCBP1","nuclear cap binding protein subunit 1 [Source:HGNC Symbol;Acc:HGNC:7658]"
"646","ENSG00000100842","EFS","embryonal Fyn-associated substrate [Source:HGNC Symbol;Acc:HGNC:16898]"
"647","ENSG00000100234","TIMP3","TIMP metallopeptidase inhibitor 3 [Source:HGNC Symbol;Acc:HGNC:11822]"
"648","ENSG00000169429","CXCL8","C-X-C motif chemokine ligand 8 [Source:HGNC Symbol;Acc:HGNC:6025]"
"649","ENSG00000138326","RPS24","ribosomal protein S24 [Source:HGNC Symbol;Acc:HGNC:10411]"
"650","ENSG00000184937","WT1","WT1 transcription factor [Source:HGNC Symbol;Acc:HGNC:12796]"
"651","ENSG00000188191","PRKAR1B","protein kinase cAMP-dependent type I regulatory subunit beta [Source:HGNC Symbol;Acc:HGNC:9390]"
"652","ENSG00000101412","E2F1","E2F transcription factor 1 [Source:HGNC Symbol;Acc:HGNC:3113]"
"653","ENSG00000124882","EREG","epiregulin [Source:HGNC Symbol;Acc:HGNC:3443]"
"654","ENSG00000174808","BTC","betacellulin [Source:HGNC Symbol;Acc:HGNC:1121]"
"655","ENSG00000108091","CCDC6","coiled-coil domain containing 6 [Source:HGNC Symbol;Acc:HGNC:18782]"
"656","ENSG00000135046","ANXA1","annexin A1 [Source:HGNC Symbol;Acc:HGNC:533]"
"657","ENSG00000112079","STK38","serine/threonine kinase 38 [Source:HGNC Symbol;Acc:HGNC:17847]"
"658","ENSG00000147113","DIPK2B","divergent protein kinase domain 2B [Source:HGNC Symbol;Acc:HGNC:25866]"
"659","ENSG00000172738","TMEM217","transmembrane protein 217 [Source:HGNC Symbol;Acc:HGNC:21238]"
"660","ENSG00000133818","RRAS2","RAS related 2 [Source:HGNC Symbol;Acc:HGNC:17271]"
"661","ENSG00000129204","USP6","ubiquitin specific peptidase 6 [Source:HGNC Symbol;Acc:HGNC:12629]"
"662","ENSG00000169083","AR","androgen receptor [Source:HGNC Symbol;Acc:HGNC:644]"
"663","ENSG00000138119","MYOF","myoferlin [Source:HGNC Symbol;Acc:HGNC:3656]"
"664","ENSG00000176225","RTTN","rotatin [Source:HGNC Symbol;Acc:HGNC:18654]"
"665","ENSG00000112149","CD83","CD83 molecule [Source:HGNC Symbol;Acc:HGNC:1703]"
"666","ENSG00000138798","EGF","epidermal growth factor [Source:HGNC Symbol;Acc:HGNC:3229]"
"667","ENSG00000185989","RASA3","RAS p21 protein activator 3 [Source:HGNC Symbol;Acc:HGNC:20331]"
"668","ENSG00000183098","GPC6","glypican 6 [Source:HGNC Symbol;Acc:HGNC:4454]"
"669","ENSG00000137309","HMGA1","high mobility group AT-hook 1 [Source:HGNC Symbol;Acc:HGNC:5010]"
"670","ENSG00000196781","TLE1","TLE family member 1, transcriptional corepressor [Source:HGNC Symbol;Acc:HGNC:11837]"
"671","ENSG00000081051","AFP","alpha fetoprotein [Source:HGNC Symbol;Acc:HGNC:317]"
"672","ENSG00000112130","RNF8","ring finger protein 8 [Source:HGNC Symbol;Acc:HGNC:10071]"
"673","ENSG00000132646","PCNA","proliferating cell nuclear antigen [Source:HGNC Symbol;Acc:HGNC:8729]"
"674","ENSG00000172465","TCEAL1","transcription elongation factor A like 1 [Source:HGNC Symbol;Acc:HGNC:11616]"
"675","ENSG00000137801","THBS1","thrombospondin 1 [Source:HGNC Symbol;Acc:HGNC:11785]"
"676","ENSG00000124813","RUNX2","RUNX family transcription factor 2 [Source:HGNC Symbol;Acc:HGNC:10472]"
"677","ENSG00000196419","XRCC6","X-ray repair cross complementing 6 [Source:HGNC Symbol;Acc:HGNC:4055]"
"678","ENSG00000184719","RNLS","renalase, FAD dependent amine oxidase [Source:HGNC Symbol;Acc:HGNC:25641]"
"679","ENSG00000164849","GPR146","G protein-coupled receptor 146 [Source:HGNC Symbol;Acc:HGNC:21718]"
"680","ENSG00000137843","PAK6","p21 (RAC1) activated kinase 6 [Source:HGNC Symbol;Acc:HGNC:16061]"
"681","ENSG00000073614","KDM5A","lysine demethylase 5A [Source:HGNC Symbol;Acc:HGNC:9886]"
"682","ENSG00000125798","FOXA2","forkhead box A2 [Source:HGNC Symbol;Acc:HGNC:5022]"
"683","ENSG00000108219","TSPAN14","tetraspanin 14 [Source:HGNC Symbol;Acc:HGNC:23303]"
"684","ENSG00000101349","PAK5","p21 (RAC1) activated kinase 5 [Source:HGNC Symbol;Acc:HGNC:15916]"
"685","ENSG00000122025","FLT3","fms related receptor tyrosine kinase 3 [Source:HGNC Symbol;Acc:HGNC:3765]"
"686","ENSG00000221994","ZNF630","zinc finger protein 630 [Source:HGNC Symbol;Acc:HGNC:28855]"
"687","ENSG00000183765","CHEK2","checkpoint kinase 2 [Source:HGNC Symbol;Acc:HGNC:16627]"
"688","ENSG00000081377","CDC14B","cell division cycle 14B [Source:HGNC Symbol;Acc:HGNC:1719]"
"689","ENSG00000198900","TOP1","DNA topoisomerase I [Source:HGNC Symbol;Acc:HGNC:11986]"
"690","ENSG00000108518","PFN1","profilin 1 [Source:HGNC Symbol;Acc:HGNC:8881]"
"691","ENSG00000107551","RASSF4","Ras association domain family member 4 [Source:HGNC Symbol;Acc:HGNC:20793]"
"692","ENSG00000101265","RASSF2","Ras association domain family member 2 [Source:HGNC Symbol;Acc:HGNC:9883]"
"693","ENSG00000155629","PIK3AP1","phosphoinositide-3-kinase adaptor protein 1 [Source:HGNC Symbol;Acc:HGNC:30034]"
"694","ENSG00000082397","EPB41L3","erythrocyte membrane protein band 4.1 like 3 [Source:HGNC Symbol;Acc:HGNC:3380]"
"695","ENSG00000050730","TNIP3","TNFAIP3 interacting protein 3 [Source:HGNC Symbol;Acc:HGNC:19315]"
"696","ENSG00000128829","EIF2AK4","eukaryotic translation initiation factor 2 alpha kinase 4 [Source:HGNC Symbol;Acc:HGNC:19687]"
"697","ENSG00000156650","KAT6B","lysine acetyltransferase 6B [Source:HGNC Symbol;Acc:HGNC:17582]"
"698","ENSG00000165025","SYK","spleen associated tyrosine kinase [Source:HGNC Symbol;Acc:HGNC:11491]"
"699","ENSG00000070882","OSBPL3","oxysterol binding protein like 3 [Source:HGNC Symbol;Acc:HGNC:16370]"
"700","ENSG00000119630","PGF","placental growth factor [Source:HGNC Symbol;Acc:HGNC:8893]"
"701","ENSG00000099889","ARVCF","ARVCF delta catenin family member [Source:HGNC Symbol;Acc:HGNC:728]"
"702","ENSG00000248905","FMN1","formin 1 [Source:HGNC Symbol;Acc:HGNC:3768]"
"703","ENSG00000188488","SERPINA5","serpin family A member 5 [Source:HGNC Symbol;Acc:HGNC:8723]"
"704","ENSG00000196739","COL27A1","collagen type XXVII alpha 1 chain [Source:HGNC Symbol;Acc:HGNC:22986]"
"705","ENSG00000196136","SERPINA3","serpin family A member 3 [Source:HGNC Symbol;Acc:HGNC:16]"
"706","ENSG00000134769","DTNA","dystrobrevin alpha [Source:HGNC Symbol;Acc:HGNC:3057]"
"707","ENSG00000122691","TWIST1","twist family bHLH transcription factor 1 [Source:HGNC Symbol;Acc:HGNC:12428]"
"708","ENSG00000020577","SAMD4A","sterile alpha motif domain containing 4A [Source:HGNC Symbol;Acc:HGNC:23023]"
"709","ENSG00000139083","ETV6","ETS variant transcription factor 6 [Source:HGNC Symbol;Acc:HGNC:3495]"
"710","ENSG00000106100","NOD1","nucleotide binding oligomerization domain containing 1 [Source:HGNC Symbol;Acc:HGNC:16390]"
"711","ENSG00000175395","ZNF25","zinc finger protein 25 [Source:HGNC Symbol;Acc:HGNC:13043]"
"712","ENSG00000136826","KLF4","Kruppel like factor 4 [Source:HGNC Symbol;Acc:HGNC:6348]"
"713","ENSG00000070018","LRP6","LDL receptor related protein 6 [Source:HGNC Symbol;Acc:HGNC:6698]"
"714","ENSG00000105855","ITGB8","integrin subunit beta 8 [Source:HGNC Symbol;Acc:HGNC:6163]"
"715","ENSG00000213341","CHUK","component of inhibitor of nuclear factor kappa B kinase complex [Source:HGNC Symbol;Acc:HGNC:1974]"
"716","ENSG00000137193","PIM1","Pim-1 proto-oncogene, serine/threonine kinase [Source:HGNC Symbol;Acc:HGNC:8986]"
"717","ENSG00000198732","SMOC1","SPARC related modular calcium binding 1 [Source:HGNC Symbol;Acc:HGNC:20318]"
"718","ENSG00000138190","EXOC6","exocyst complex component 6 [Source:HGNC Symbol;Acc:HGNC:23196]"
"719","ENSG00000139926","FRMD6","FERM domain containing 6 [Source:HGNC Symbol;Acc:HGNC:19839]"
"720","ENSG00000134539","KLRD1","killer cell lectin like receptor D1 [Source:HGNC Symbol;Acc:HGNC:6378]"
"721","ENSG00000186350","RXRA","retinoid X receptor alpha [Source:HGNC Symbol;Acc:HGNC:10477]"
"722","ENSG00000175104","TRAF6","TNF receptor associated factor 6 [Source:HGNC Symbol;Acc:HGNC:12036]"
"723","ENSG00000065613","SLK","STE20 like kinase [Source:HGNC Symbol;Acc:HGNC:11088]"
"724","ENSG00000173391","OLR1","oxidized low density lipoprotein receptor 1 [Source:HGNC Symbol;Acc:HGNC:8133]"
"725","ENSG00000102010","BMX","BMX non-receptor tyrosine kinase [Source:HGNC Symbol;Acc:HGNC:1079]"
"726","ENSG00000119487","MAPKAP1","MAPK associated protein 1 [Source:HGNC Symbol;Acc:HGNC:18752]"
"727","ENSG00000060138","YBX3","Y-box binding protein 3 [Source:HGNC Symbol;Acc:HGNC:2428]"
"728","ENSG00000166167","BTRC","beta-transducin repeat containing E3 ubiquitin protein ligase [Source:HGNC Symbol;Acc:HGNC:1144]"
"729","ENSG00000146592","CREB5","cAMP responsive element binding protein 5 [Source:HGNC Symbol;Acc:HGNC:16844]"
"730","ENSG00000057657","PRDM1","PR/SET domain 1 [Source:HGNC Symbol;Acc:HGNC:9346]"
"731","ENSG00000124107","SLPI","secretory leukocyte peptidase inhibitor [Source:HGNC Symbol;Acc:HGNC:11092]"
"732","ENSG00000148468","FAM171A1","family with sequence similarity 171 member A1 [Source:HGNC Symbol;Acc:HGNC:23522]"
"733","ENSG00000196924","FLNA","filamin A [Source:HGNC Symbol;Acc:HGNC:3754]"
"734","ENSG00000041982","TNC","tenascin C [Source:HGNC Symbol;Acc:HGNC:5318]"
"735","ENSG00000080824","HSP90AA1","heat shock protein 90 alpha family class A member 1 [Source:HGNC Symbol;Acc:HGNC:5253]"
"736","ENSG00000100867","DHRS2","dehydrogenase/reductase 2 [Source:HGNC Symbol;Acc:HGNC:18349]"
"737","ENSG00000164619","BMPER","BMP binding endothelial regulator [Source:HGNC Symbol;Acc:HGNC:24154]"
"738","ENSG00000171877","FRMD5","FERM domain containing 5 [Source:HGNC Symbol;Acc:HGNC:28214]"
"739","ENSG00000175220","ARHGAP1","Rho GTPase activating protein 1 [Source:HGNC Symbol;Acc:HGNC:673]"
"740","ENSG00000136205","TNS3","tensin 3 [Source:HGNC Symbol;Acc:HGNC:21616]"
"741","ENSG00000134508","CABLES1","Cdk5 and Abl enzyme substrate 1 [Source:HGNC Symbol;Acc:HGNC:25097]"
"742","ENSG00000147403","RPL10","ribosomal protein L10 [Source:HGNC Symbol;Acc:HGNC:10298]"
"743","ENSG00000072501","SMC1A","structural maintenance of chromosomes 1A [Source:HGNC Symbol;Acc:HGNC:11111]"
"744","ENSG00000124942","AHNAK","AHNAK nucleoprotein [Source:HGNC Symbol;Acc:HGNC:347]"
"745","ENSG00000169071","ROR2","receptor tyrosine kinase like orphan receptor 2 [Source:HGNC Symbol;Acc:HGNC:10257]"
"746","ENSG00000101665","SMAD7","SMAD family member 7 [Source:HGNC Symbol;Acc:HGNC:6773]"
"747","ENSG00000176124","DLEU1","deleted in lymphocytic leukemia 1 [Source:HGNC Symbol;Acc:HGNC:13747]"
"748","ENSG00000187239","FNBP1","formin binding protein 1 [Source:HGNC Symbol;Acc:HGNC:17069]"
"749","ENSG00000215421","ZNF407","zinc finger protein 407 [Source:HGNC Symbol;Acc:HGNC:19904]"
"750","ENSG00000060982","BCAT1","branched chain amino acid transaminase 1 [Source:HGNC Symbol;Acc:HGNC:976]"
"751","ENSG00000138814","PPP3CA","protein phosphatase 3 catalytic subunit alpha [Source:HGNC Symbol;Acc:HGNC:9314]"
"752","ENSG00000197905","TEAD4","TEA domain transcription factor 4 [Source:HGNC Symbol;Acc:HGNC:11717]"
"753","ENSG00000213809","KLRK1","killer cell lectin like receptor K1 [Source:HGNC Symbol;Acc:HGNC:18788]"
"754","ENSG00000088888","MAVS","mitochondrial antiviral signaling protein [Source:HGNC Symbol;Acc:HGNC:29233]"
"755","ENSG00000180138","CSNK1A1L","casein kinase 1 alpha 1 like [Source:HGNC Symbol;Acc:HGNC:20289]"
"756","ENSG00000134853","PDGFRA","platelet derived growth factor receptor alpha [Source:HGNC Symbol;Acc:HGNC:8803]"
"757","ENSG00000100823","APEX1","apurinic/apyrimidinic endodeoxyribonuclease 1 [Source:HGNC Symbol;Acc:HGNC:587]"
"758","ENSG00000111860","CEP85L","centrosomal protein 85 like [Source:HGNC Symbol;Acc:HGNC:21638]"
"759","ENSG00000070159","PTPN3","protein tyrosine phosphatase non-receptor type 3 [Source:HGNC Symbol;Acc:HGNC:9655]"
"760","ENSG00000188130","MAPK12","mitogen-activated protein kinase 12 [Source:HGNC Symbol;Acc:HGNC:6874]"
"761","ENSG00000137834","SMAD6","SMAD family member 6 [Source:HGNC Symbol;Acc:HGNC:6772]"
"762","ENSG00000167693","NXN","nucleoredoxin [Source:HGNC Symbol;Acc:HGNC:18008]"
"763","ENSG00000178665","ZNF713","zinc finger protein 713 [Source:HGNC Symbol;Acc:HGNC:22043]"
"764","ENSG00000204148","LINC00474","long intergenic non-protein coding RNA 474 [Source:HGNC Symbol;Acc:HGNC:23367]"
"765","ENSG00000165304","MELK","maternal embryonic leucine zipper kinase [Source:HGNC Symbol;Acc:HGNC:16870]"
"766","ENSG00000135341","MAP3K7","mitogen-activated protein kinase kinase kinase 7 [Source:HGNC Symbol;Acc:HGNC:6859]"
"767","ENSG00000185386","MAPK11","mitogen-activated protein kinase 11 [Source:HGNC Symbol;Acc:HGNC:6873]"
"768","ENSG00000164035","EMCN","endomucin [Source:HGNC Symbol;Acc:HGNC:16041]"
"769","ENSG00000151491","EPS8","epidermal growth factor receptor pathway substrate 8 [Source:HGNC Symbol;Acc:HGNC:3420]"
"770","ENSG00000106070","GRB10","growth factor receptor bound protein 10 [Source:HGNC Symbol;Acc:HGNC:4564]"
"771","ENSG00000148541","FAM13C","family with sequence similarity 13 member C [Source:HGNC Symbol;Acc:HGNC:19371]"
"772","ENSG00000096384","HSP90AB1","heat shock protein 90 alpha family class B member 1 [Source:HGNC Symbol;Acc:HGNC:5258]"
"773","ENSG00000103657","HERC1","HECT and RLD domain containing E3 ubiquitin protein ligase family member 1 [Source:HGNC Symbol;Acc:HGNC:4867]"
"774","ENSG00000277632","CCL3","C-C motif chemokine ligand 3 [Source:HGNC Symbol;Acc:HGNC:10627]"
"775","ENSG00000101266","CSNK2A1","casein kinase 2 alpha 1 [Source:HGNC Symbol;Acc:HGNC:2457]"
"776","ENSG00000187758","ADH1A","alcohol dehydrogenase 1A (class I), alpha polypeptide [Source:HGNC Symbol;Acc:HGNC:249]"
"777","ENSG00000164543","STK17A","serine/threonine kinase 17a [Source:HGNC Symbol;Acc:HGNC:11395]"
